Bldg,CZ,Kind,TechID,MappedRun,srcCool,fileCool,MATCH
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,1821.81,1821.81,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,4150.21,4150.21,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,3203.24,3203.24,Y
DMo,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,3535.39,3535.39,Y
DMo,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2728.71,2728.71,Y
DMo,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,6648.33,6648.33,Y
DMo,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5131.36,5131.36,Y
DMo,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,7181.51,7181.51,Y
DMo,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5542.88,5542.88,Y
DMo,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,6204.67,6204.67,Y
DMo,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4788.93,4788.93,Y
DMo,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,9038.98,9038.98,Y
DMo,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,6976.53,6976.53,Y
DMo,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,5678.98,5678.98,Y
DMo,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4383.19,4383.19,Y
DMo,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,9677.63,9677.63,Y
DMo,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,7469.45,7469.45,Y
DMo,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,7257.09,7257.09,Y
DMo,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5601.21,5601.21,Y
DMo,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,17962.33,17962.33,Y
DMo,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,13863.81,13863.81,Y
DMo,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5%UC-AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,2893.73,2893.73,Y
DMo,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2233.46,2233.46,Y
DMo,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,462.66,462.66,Y
DMo,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,418.98,418.98,Y
DMo,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2112.27,2112.27,Y
DMo,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,1912.81,1912.81,Y
DMo,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2441.92,2441.92,Y
DMo,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2211.34,2211.34,Y
DMo,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,4499.6,4499.6,Y
DMo,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4074.72,4074.72,Y
DMo,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2011.78,2011.78,Y
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,1821.81,1821.81,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,3537.25,3537.25,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,3203.24,3203.24,Y
DMo,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,3013.24,3013.24,Y
DMo,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2728.71,2728.71,Y
DMo,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,5666.43,5666.43,Y
DMo,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5131.36,5131.36,Y
DMo,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,6120.85,6120.85,Y
DMo,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5542.88,5542.88,Y
DMo,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,5288.28,5288.28,Y
DMo,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4788.93,4788.93,Y
DMo,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,7703.99,7703.99,Y
DMo,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,6976.53,6976.53,Y
DMo,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,4840.24,4840.24,Y
DMo,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4383.19,4383.19,Y
DMo,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,8248.32,8248.32,Y
DMo,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,7469.45,7469.45,Y
DMo,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,6185.27,6185.27,Y
DMo,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5601.21,5601.21,Y
DMo,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,15309.43,15309.43,Y
DMo,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,13863.81,13863.81,Y
DMo,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2466.35,2466.35,Y
DMo,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2233.46,2233.46,Y
DMo,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,462.66,462.66,Y
DMo,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,418.98,418.98,Y
DMo,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2112.27,2112.27,Y
DMo,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,1912.81,1912.81,Y
DMo,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2441.92,2441.92,Y
DMo,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2211.34,2211.34,Y
DMo,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,4499.6,4499.6,Y
DMo,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4074.72,4074.72,Y
DMo,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2011.78,2011.78,Y
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,1821.81,1821.81,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,3537.25,3537.25,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,3203.24,3203.24,Y
DMo,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,3013.24,3013.24,Y
DMo,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2728.71,2728.71,Y
DMo,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,5666.43,5666.43,Y
DMo,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5131.36,5131.36,Y
DMo,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,6120.85,6120.85,Y
DMo,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5542.88,5542.88,Y
DMo,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,5288.28,5288.28,Y
DMo,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4788.93,4788.93,Y
DMo,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,7703.99,7703.99,Y
DMo,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,6976.53,6976.53,Y
DMo,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,4840.24,4840.24,Y
DMo,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,4383.19,4383.19,Y
DMo,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,8248.32,8248.32,Y
DMo,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,7469.45,7469.45,Y
DMo,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,6185.27,6185.27,Y
DMo,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,5601.21,5601.21,Y
DMo,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,15309.43,15309.43,Y
DMo,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,13863.81,13863.81,Y
DMo,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-AOE,LRM AOE LSC R22 R410a rDXHP Base,2466.35,2466.35,Y
DMo,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,LRM AOE R22 R410a rDXHP Measure,2233.46,2233.46,Y
DMo,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,417.43,417.43,Y
DMo,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,378.01,378.01,Y
DMo,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,1905.73,1905.73,Y
DMo,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1725.81,1725.81,Y
DMo,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,2203.15,2203.15,Y
DMo,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1995.15,1995.15,Y
DMo,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,4059.63,4059.63,Y
DMo,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,3676.35,3676.35,Y
DMo,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,1815.07,1815.07,Y
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1643.7,1643.7,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,3191.38,3191.38,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,2890.07,2890.07,Y
DMo,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,2718.61,2718.61,Y
DMo,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,2461.93,2461.93,Y
DMo,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,5112.37,5112.37,Y
DMo,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,4629.69,4629.69,Y
DMo,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,5522.36,5522.36,Y
DMo,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,5000.98,5000.98,Y
DMo,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,4771.2,4771.2,Y
DMo,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,4320.73,4320.73,Y
DMo,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,6950.7,6950.7,Y
DMo,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,6294.46,6294.46,Y
DMo,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,4366.97,4366.97,Y
DMo,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,3954.67,3954.67,Y
DMo,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,7441.81,7441.81,Y
DMo,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,6739.2,6739.2,Y
DMo,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,5580.48,5580.48,Y
DMo,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,5053.61,5053.61,Y
DMo,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,13812.49,13812.49,Y
DMo,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,12508.41,12508.41,Y
DMo,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,2225.19,2225.19,Y
DMo,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,2015.1,2015.1,Y
DMo,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,417.43,417.43,Y
DMo,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,378.01,378.01,Y
DMo,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,1905.73,1905.73,Y
DMo,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,1725.81,1725.81,Y
DMo,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,2203.15,2203.15,Y
DMo,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,1995.15,1995.15,Y
DMo,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,4059.63,4059.63,Y
DMo,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,3676.35,3676.35,Y
DMo,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,1815.07,1815.07,Y
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,1643.7,1643.7,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,3191.38,3191.38,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,2890.07,2890.07,Y
DMo,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,2718.61,2718.61,Y
DMo,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,2461.93,2461.93,Y
DMo,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,5112.37,5112.37,Y
DMo,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,4629.69,4629.69,Y
DMo,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,5522.36,5522.36,Y
DMo,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,5000.98,5000.98,Y
DMo,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,4771.2,4771.2,Y
DMo,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,4320.73,4320.73,Y
DMo,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,6950.7,6950.7,Y
DMo,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,6294.46,6294.46,Y
DMo,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,4366.97,4366.97,Y
DMo,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,3954.67,3954.67,Y
DMo,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,7441.81,7441.81,Y
DMo,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,6739.2,6739.2,Y
DMo,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,5580.48,5580.48,Y
DMo,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,5053.61,5053.61,Y
DMo,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,13812.49,13812.49,Y
DMo,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,12508.41,12508.41,Y
DMo,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,LRM NR LSC R32 R454b rDXHP Base,2225.19,2225.19,Y
DMo,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,LRM NR R32 R454b rDXHP Measure,2015.1,2015.1,Y
DMo,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,417.43,417.43,Y
DMo,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,378.01,378.01,Y
DMo,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,1905.73,1905.73,Y
DMo,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1725.81,1725.81,Y
DMo,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,2203.15,2203.15,Y
DMo,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1995.15,1995.15,Y
DMo,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,4059.63,4059.63,Y
DMo,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,3676.35,3676.35,Y
DMo,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,1815.07,1815.07,Y
DMo,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,1643.7,1643.7,Y
DMo,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,LRM NR LSC R32 R454b rDXHP Base,3191.38,3191.38,Y
DMo,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,LRM NR R32 R454b rDXHP Measure,2890.07,2890.07,Y
